STITCH,Individual Side Effect,Side Effect Name
CID000002585,C0001169,coagulation factor deficiency
CID000002585,C0853013,diverticular perforation
CID000002585,C0151738,large intestine perforation
CID000002585,C0151739,small intestinal perforation
CID000002585,C0546817,fluid overload
CID000002585,C2242544,congenital tricuspid valve incompetence
CID000002585,C0007166,cardiac output decreased
CID000002585,C0521530,lung consolidation
CID000002585,C0853746,blood creatinine
CID000002585,C0428895,labile blood pressure
CID000002585,C0012739,disseminated intravascular coagulation
CID000002585,C0231441,immobile
CID000002585,C0085298,sudden cardiac death
CID000002585,C0546884,hypovolaemia
CID000002585,C0155652,acute myocardial infarction
CID000002585,C0185131,bone operation
CID000002585,C0020580,Hypoaesthesia
CID000002585,C1504458,cataract operation
CID000002585,C0700632,endodontic procedure
CID000002585,C0427458,red blood cell count increased
CID000002585,C0948089,acute coronary syndrome
CID000002585,C0852020,gastrointestinal necrosis
CID000002585,C0234913,Rash erythematous
CID000002585,C0855758,protein total increased
CID000002585,C0151905,alanine aminotransferase increased
CID000002585,C0541850,cross sensitivity reaction
CID000002585,C0001349,acute phase reaction
CID000002585,C0241075,skin induration
CID000002585,C0235886,Oedema peripheral
CID000002585,C0006147,Breast feeding
CID000002585,C0857494,unresponsive to stimuli
CID000002585,C0026827,hypotonia
CID000002585,C0877314,blood glucose fluctuation
CID000002585,C1095988,brain natriuretic peptide increased
CID000002585,C0854612,cardiotoxicity
CID000002585,C0948268,haemodynamic instability
CID000002585,C0236816,acute stress disorder
CID000002585,C0856305,stress
CID000002585,C0011071,sudden death
CID000002585,C0264984,arterial thrombosis limb
CID000002585,C0265101,carotid artery occlusion
CID000002585,C2607947,deafness unilateral
CID000002585,C0267033,lip ulceration
CID000002585,C1096075,enterococcal infection
CID000002585,C0233842,dyslalia
CID000002585,C1096262,escherichia bacteraemia
CID000002585,C0392618,postoperative infection
CID000002585,C1096260,enterococcal sepsis
CID000002585,C0271899,normochromic normocytic anaemia
CID000002585,C0438216,blood count abnormal
CID000002585,C0242891,tooth injury
CID000002585,C0037317,Sleep disorder
CID000002585,C0178298,Skin disorder
CID000002585,C0349453,thyroid mass
CID000002585,C0151644,fibrin increased
CID000002585,C1167765,wound infection staphylococcal
CID000002585,C1112271,implantable defibrillator malfunction
CID000002585,C0152965,staphylococcal bacteraemia
CID000002585,C0853225,international normalised ratio increased
CID000002585,C0034103,pulpitis dental
CID000002585,C0151849,Blood alkaline phosphatase increased
CID000002585,C0740166,haemostasis
CID000002585,C0262469,embolic stroke
CID000002585,C0079487,helicobacter infection
CID000002585,C0086439,decreased activity
CID000002585,C0158619,congenital mitral valve incompetence
CID000002585,C0023218,Muscle spasms
CID000034312,C0856050,diet refusal
CID000034312,C0011253,Delusion
CID000034312,C0426597,fluid intake reduced
CID000034312,C1095952,surgery
CID000034312,C0027859,acoustic neuroma
CID000034312,C1167648,gastrointestinal infection
CID000034312,C0403848,bartholin's abscess
CID000034312,C0007435,central venous catheterisation
CID000034312,C0016770,frustration
CID000034312,C0474700,tumour marker test
CID000034312,C0743668,limb injury
CID000034312,C0009760,Conjunctival haemorrhage
CID000034312,C0424790,Chills
CID000034312,C0520966,coordination abnormal
CID000034312,C0553732,prothrombin level decreased
CID000034312,C0267176,diabetic gastroparesis
CID000034312,C2830004,Somnolence
CID000034312,C0948237,organic erectile dysfunction
CID000034312,C0085628,Depressed level of consciousness
CID000034312,C0193438,gallbladder operation
CID000034312,C0159321,facial bones fracture
CID000034312,C0861113,chemotherapeutic drug level increased
CID000034312,C0852853,pulmonary arterial pressure increased
CID000034312,C0040793,anuria
CID000034312,C1761613,conjunctival hyperaemia
CID000034312,C0687121,cast application
CID000034312,C0002957,anger
CID000034312,C1328548,breast cancer stage i
CID000034312,C1535903,reaction to medical agent preservatives
CID000034312,C0521505,injection site dermatitis
CID000034312,C0042023,pollakiuria
CID000034312,C0241254,mucous stools
CID000034312,C0853692,blood triglycerides increased
CID000034312,C0949091,candida sepsis
CID000034312,C0233472,affect lability
CID000034312,C0032606,polysubstance dependence
CID000034312,C0233477,dysphoria
CID000034312,C0311245,congenital cystic kidney disease
CID000034312,C1699504,drug dispensing error
CID000034312,C0196573,peripheral nerve decompression
CID000034312,C0851341,Infestation
CID000034312,C1536011,wrong technique in drug usage process
CID000034312,C0024887,mastectomy
CID000034312,C0024884,radical mastectomy
CID000034312,C0547030,Visual impairment
CID000034312,C0015397,disorder of globe
CID000034312,C0020701,Conversion disorder
CID000034312,C0240811,prostate infection
CID000034312,C0342314,dawn phenomenon
CID000034312,C0877326,bone infarction
CID000034312,C0008909,claustrophobia
CID000034312,C0409497,joint injury
CID000034312,C0522063,impaired gastric emptying
CID000034312,C0362060,legal problem
CID000034312,C0423791,Rash maculo-papular
CID000034312,C0596706,hip surgery
CID000034312,C0014268,enema administration
CID000034312,C1096388,arteriovenous fistula site complication
CID000034312,C0853711,sperm count decreased
CID000034312,C0747256,Infection parasitic
CID000034312,C0854146,blood test abnormal
CID000034312,C0023222,Pain in extremity
CID000034312,C0549385,feeling of body temperature change
CID000034312,C0033777,Pruritus genital
CID000034312,C0853786,blood sodium abnormal
CID000034312,C0853966,wheelchair user
CID000034312,C0877055,acute generalised exanthematous pustulosis
CID000034312,C0877056,hypoglycaemic seizure
CID000034312,C0861112,cardioactive drug level
CID000034312,C0240322,menstruation delayed
CID000034312,C0853761,blood potassium decreased
CID000034312,C0542181,hostility
CID000034312,C0234975,Convulsion
CID000034312,C0158280,cervical spinal stenosis
CID000034312,C0022650,Nephrolithiasis
CID000034312,C0023533,Vaginal discharge
CID000034312,C0020580,Hypoaesthesia
CID000034312,C0743680,eye oedema
CID000034312,C0235874,condition aggravated
CID000034312,C0852361,skin haemorrhage
CID000034312,C0009450,Infection
CID000034312,C0021053,Immune system disorder
CID000034312,C0852911,blood alkaline phosphatase increased
CID000034312,C0853062,vascular resistance systemic decreased
CID000034312,C0853061,vascular resistance systemic increased
CID000034312,C0151662,gamma-glutamyltransferase increased
CID000034312,C0235198,Disturbance in attention
CID000034312,C0877371,antiphospholipid antibodies positive
CID000034312,C1869070,disturbance in attention
CID000034312,C0085639,Fall
CID000034312,C0853619,local swelling
CID000034312,C0085637,Oculogyric crisis
CID000034312,C0085633,mood altered
CID000034312,C0521158,neoplasm recurrence
CID000034312,C0236018,Aura
CID000034312,C0858934,injection site warmth
CID000034312,C0235165,mania
CID000034312,C1112320,temperature intolerance
CID000034312,C0877011,concomitant disease progression
CID000034312,C0853109,malignant tumour excision
CID000034312,C0392184,hangover
CID000034312,C0853683,kidney infection
CID000034312,C0232461,increased appetite
CID000034312,C0232462,Decreased appetite
CID000034312,C1112214,vulvovaginal pruritus
CID000034312,C1112354,vocal cord inflammation
CID000034312,C1869096,amphetamines
CID000034312,C0151889,hyperreflexia
CID000034312,C0851353,Blood and lymphatic system disorders
CID000034312,C0028043,nicotine dependence
CID000034312,C0851354,Ear and labyrinth disorders
CID000034312,C0187064,wrist surgery
CID000034312,C0017125,gastric bypass
CID000034312,C0409974,Systemic lupus erythematosus
CID000034312,C0948525,musculoskeletal stiffness
CID000034312,C0085632,Flat affect
CID000034312,C0855412,coagulation factor viii level increased
CID000034312,C0010399,crying
CID000034312,C1964002,leukoencephalopathy
CID000034312,C1964005,administration site pain
CID000034312,C0549249,depressed level of consciousness
CID000034312,C0700590,Hyperhidrosis
CID000034312,C0015371,extrapyramidal disorder
CID000034312,C1737211,hypoglycaemic unconsciousness
CID000034312,C0344315,depressed mood
CID000034312,C0004331,av dissociation
CID000034312,C0522172,feeling drunk
CID000034312,C0040440,tooth extraction
CID000034312,C3665386,Visual impairment
CID000034312,C0522178,self-injurious ideation
CID000034312,C0038325,Erythema multiforme
CID000034312,C0235996,hepatic enzyme
CID000034312,C0235416,Blood uric acid increased
CID000034312,C0271185,metamorphopsia
CID000034312,C0005416,biliary dyskinesia
CID000034312,C0851579,factitious disorder
CID000034312,C0239521,Rash
CID000034312,C0007193,congestive cardiomyopathy
CID000034312,C0948981,"delusional disorder, persecutory type"
CID000034312,C0549391,bladder discomfort
CID000034312,C0026827,hypotonia
CID000034312,C0026826,Hypertonia
CID000034312,C1619705,periarthritis
CID000034312,C0149877,hypoglycaemic encephalopathy
CID000034312,C0424295,Agitation
CID000034312,C0155966,diverticulum
CID000034312,C0234458,abnormal dreams
CID000034312,C0376405,treatment noncompliance
CID000034312,C0277585,drug intolerance
CID000034312,C0264650,hypertensive heart disease
CID000034312,C0027765,Nervous system disorder
CID000034312,C0521849,drug interaction
CID000034312,C0741921,cardiac enzymes increased
CID000034312,C0398087,carotid artery stent insertion
CID000034312,C0150450,altered state of consciousness
CID000034312,C1321898,Haematochezia
CID000034312,C0455204,homicidal ideation
CID000034312,C0520600,cardio-respiratory arrest
CID000034312,C0195775,brain operation
CID000034312,C0018979,Hemianopia
CID000034312,C0521634,genital pruritus female
CID000034312,C1760428,suicidal behaviour
CID000034312,C1869039,dysthymic disorder
CID000034312,C0863129,Acute generalised exanthematous pustulosis
CID000034312,C0859350,Transaminases increased
CID000034312,C0849916,generalised erythema
CID000034312,C0267470,intestinal strangulation
CID000034312,C0151772,Mania
CID000034312,C0151773,bone marrow depression
CID000034312,C0029453,osteopenia
CID000034312,C0038367,Mouth ulceration
CID000034312,C0023066,laryngospasm
CID000034312,C0741453,bedridden
CID000034312,C0038045,Ligament sprain
CID000034312,C2363816,bipolar i disorder
CID000034312,C0236800,panic disorder with agoraphobia
CID000034312,C1096117,off label use
CID000034312,C0220657,ovarian low malignant potential tumour
CID000034312,C1167981,hypoaesthesia
CID000034312,C0191925,mammoplasty
CID000034312,C0241934,hypomania
CID000034312,C1262119,unevaluable event
CID000034312,C0549357,abdominal adhesions
CID000034312,C0858254,complex partial seizures
CID000034312,C1457883,Aggression
CID000034312,C0524620,metabolic syndrome
CID000034312,C1112669,tobacco user
CID000034312,C1740800,expired drug administered
CID000034312,C1297885,open reduction of fracture
CID000034312,C0600142,Menopausal symptoms
CID000034312,C0021818,intervertebral disc displacement
CID000034312,C0040336,tobacco abuse
CID000034312,C0947846,gastrointestinal disorder
CID000034312,C0023380,Lethargy
CID000034312,C0017178,Gastrointestinal disorder
CID000034312,C1112597,enzyme abnormality
CID000034312,C0042790,Visual impairment
CID000034312,C0037822,Speech disorder
CID000034312,C0235823,therapeutic response prolonged
CID000034312,C0859088,oral discharge
CID000034312,C0233632,thinking abnormal
CID000034312,C0232602,Retching
CID000034312,C0423701,urinary tract pain
CID000034312,C1443060,feeling abnormal
CID000034312,C0151888,hyporeflexia
CID000034312,C0235086,Muscle contractions involuntary
CID000034312,C0919887,drug ineffective
CID000034312,C0852065,adrenal disorder
CID000034312,C0234162,Cerebellar syndrome
CID000034312,C0004936,Mental disorder
CID000034312,C0949690,spinal osteoarthritis
CID000034312,C0151824,Biliary colic
CID000034312,C0854686,intubation
CID000034312,C0152198,Accommodation disorder
CID000034312,C0085271,self injurious behaviour
CID000034312,C0017566,gingival hyperplasia
CID000034312,C0151603,Generalised oedema
CID000034312,C0424000,Suicidal ideation
CID000034312,C0151730,drug effect increased
CID000034312,C0195078,bartholin's cyst
CID000034312,C0238729,axillary mass
CID000034312,C0520803,overdose
CID000034312,C1697540,infusion site mobility decreased
CID000034312,C1262064,oculogyration
CID000034312,C1699603,excessive eye blinking
CID000034312,C0043349,xerophthalmia
CID000034312,C0005940,Bone disorder
CID000034312,C0853643,concomitant disease aggravated
CID000034312,C0026961,Mydriasis
CID000034312,C0240225,hepatic mass
CID000034312,C0521300,life support
CID000034312,C0876926,brain damage
CID000034312,C2937358,Cerebral haemorrhage
CID000034312,C0160059,joint sprain
CID000034312,C0546884,hypovolaemia
CID000034312,C0700632,endodontic procedure
CID000034312,C0022107,Irritability
CID000034312,C0234913,Rash erythematous
CID000034312,C1328275,diabetic complication
CID000034312,C0036349,"schizophrenia, paranoid type"
CID000034312,C0021177,libido increased
CID000034312,C0267792,hepatobiliary disease
CID000034312,C1504425,gastric lavage
CID000034312,C0579121,diabetes mellitus inadequate control
CID000034312,C0342245,diabetic eye disease
CID000034312,C0162830,Photosensitivity reaction
CID000034312,C0020507,Hyperplasia
CID000034312,C1141869,computerised tomogram thorax abnormal
CID000034312,C0154038,benign neoplasm of thyroid gland
CID000034312,C0235886,Oedema peripheral
CID000034312,C0857494,unresponsive to stimuli
